输入文本,生成问题,参考问题,改写问题
"[['鄄城县盐务局', '组织机构', '办公室、财务科、']]",请 问 鄄 城 县 盐 务 局 的 组 织 机 构 是 什 么 ？,鄄城县盐务局属于什么机构？,鄄城县盐务局的组织机构包括哪些部门？
"[['东乡公主', '祖母', '武宣皇后卞氏']]",你 知 道 东 乡 公 主 的 祖 母 是 谁 吗 ？,东乡公主的祖母是谁,东乡公主的祖母是谁？
"[['登霄石', '东西宽', '13．5米']]",请 问 登 霄 石 的 东 西 有 多 宽 ？,登霄石的东西宽是多少？,登霄石的宽度是多少？
"[['一捧雪（霹雳布袋戏虚拟人物）', '出场章数', '17章']]",一 捧 雪 的 出 场 章 数 是 多 少 ？,一捧雪是哪个章节出场的,请问一捧雪在霹雳布袋戏中是在第几章出现的？
"[['光速不变原理', '诞生', '爱因斯坦1905年9月发表在德国']]",光 速 不 变 原 理 是 什 么 时 候 诞 生 的 ？,有谁知道光速不变原理是什么时候诞生的？,请问光速不变原理是在什么时候诞生的？
"[['扎尕那山', '意为', '“石匣子”']]",扎 尕 那 山 的 意 思 是 什 么 ？,扎尕那山的意义是什么啊？,请问扎尕那山的意思是什么？
"[['2006 RH120', '公转周期', '20年']]",请 问 2006 Rh120 的 公 转 周 期 是 多 长 时 间 ？,你知道2006 RH120的公转周期吗,2006 Rh120 的 公 转 周 期 是 多 长 时 间 ？
"[['AS30空对地导弹', '飞行速度', '为1．5倍音速']]",AS30 空 对 地 导 弹 的 飞 行 速 度 是 多 少 ？,AS30空对地导弹飞的多快,请问AS30空对地导弹的飞行速度是多少？
"[['直军（直系军阀的军事武装力量）', '参与战争', '直皖战争、直奉战争、浙奉战争、北伐战争']]",直 军 参 与 了 哪 些 战 争 ？,请问直军参与过哪些战争？,请问直军参与了哪些战争？
"[['圣川真斗', '导师', '黑崎兰丸']]",请 问 圣 川 真 斗 的 导 师 是 谁 ？,你知道圣川真斗的导师是谁啊？,请问圣川真斗的导师是谁？
"[['乾卦（六十四卦之一）', '名言', '自强不息、潜龙勿用、亢龙有悔']]",乾 卦 有 什 么 名 言 ？,乾卦有哪些名言,乾卦有哪些名言？
"[['江氏家风家训馆', '展馆名称', '江氏家风家训馆']]",江 氏 家 风 家 训 馆 的 展 馆 名 称 是 什 么 ？,江氏家风家训馆的名称是什么？,请问江氏家风家训馆的展馆名称是什么？
"[['C大调弥撒', '资源类型', 'APE']]",C 大 调 弥 撒 属 于 什 么 资 源 类 型 ？,C大调弥撒资源是什么类型？,请问C大调弥撒属于什么资源类型？
"[['使命召唤（2015年皮埃尔·莫瑞尔执导电影）', '全球票房', '10,664,749美元']]",使 命 召 唤 的 全 球 票 房 是 多 少 ？,使命召唤的全球票房有多少,请问使命召唤的全球票房是多少？
"[['和光同尘（天涯明月刀ol中真武门派技能）', '冷却时间', '10秒']]",你 知 道 和 光 同 尘 的 冷 却 时 间 吗 ？,请问和光同尘是什么时候冷却的有人知道吗？,请问和光同尘的冷却时间是多少？
"[['180台DV的故事', '执行导演', '汪朋']]",谁 是 180 台 DV 的 故 事 的 执 行 导 演 ？,180台DV的故事的执行导演是谁,请问 180 台 DV 的故事的执行导演是谁？
"[['于铁民', '警衔', '少将']]",于 铁 民 的 警 衔 是 什 么 ？,于铁民被授予了什么警衔,请问于铁民的警衔是什么？
"[['中国铁道建筑集团有限公司', '企业精神', '不畏艰险，勇攀高峰，领先行业，创誉中外。']]",中 国 铁 道 建 筑 集 团 有 限 公 司 的 企 业 精 神 是 什 么 ？,中国铁道建筑集团有限公司的企业精神是什么？,请问中国铁道建筑集团有限公司的企业精神是什么？
"[['便面', '发现', '出现于先秦两汉时期']]",便 面 是 什 么 时 候 发 现 的 ？,便面是什么时候发现的？,便面是何时出现的？
"[['上官博玉', '恩师', '吕洞宾']]",上 官 博 玉 的 恩 师 是 谁 ？,上官博玉的老师是谁,上官博玉的恩师是谁？
"[['东京益力多燕子', '球衣颜色', '白、红']]",请 问 东 京 益 力 多 燕 子 的 球 衣 是 什 么 颜 色 ？,你知道东京益力多燕子的球衣是什么颜色吗,东京益力多燕子的球衣颜色是什么？
"[['锦上添花（公关活动策划）', '服务范围', '品牌推广，咨询，活动策划等']]",锦 上 添 花 的 服 务 范 围 是 什 么 ？,锦上添花服务哪些范围？,锦上添花提供哪些服务？
"[['2016亚洲金曲大赏', '直播平台', '腾讯视频']]",请 问 2016 亚 洲 金 曲 大 赏 在 哪 个 直 播 平 台 播 放 ？,2016亚洲金曲大赏在什么平台直播,2016亚洲金曲大赏是在哪个平台直播的？
"[['阿拉乌丁·摩诃末', '子', '札兰丁·明布尔努']]",阿 拉 乌 丁 · 摩 诃 末 的 儿 子 叫 什 么 ？,你知道阿拉乌丁·摩诃末的儿子是谁吗？,请问阿拉乌丁·摩诃末的儿子叫什么名字？
"[['Ts（化学类元素）', '电子排布', '2/8/18/32/32/18/7（预测）']]",TS 的 电 子 排 布 是 怎 样 的 ？,Ts的电子排布是什么,请问TS的电子排布是怎样的？
"[['七月（漫画《偷星九月天》人物）', '喜好', '文艺复兴时期的艺术品']]",你 知 道 七 月 喜 欢 干 什 么 吗 ？,你知道七月的喜好有什么吗,七月喜欢什么类型的艺术品？
"[['加里·福克纳', '事迹', '孤身寻找本·拉登']]",加 里 · 福 克 纳 有 哪 些 事 迹 ？,请问加里·福克纳干了什么事情啊?,你知道加里·福克纳有哪些事迹吗？
"[['万敏（中国工程物理研究院光学工程研究室主任）', '个人荣誉', '2020年全国先进工作者']]",万 敏 获 得 过 哪 些 荣 誉 ？,你知道万敏有啥个人荣誉吗,万敏有哪些个人荣誉？
"[['中岛夏海', '讨厌', '绝叫系作品']]",你 知 道 中 岛 夏 海 讨 厌 什 么 吗 ？,你知道中岛夏海不喜欢什么吗,中岛夏海不喜欢什么类型的作品？
"[['大学语文（2011年清华大学出版社出版的图书）', '印刷日期', '2015年6月30日']]",大 学 语 文 是 什 么 时 候 印 刷 的 ？,大学语文的印刷日期是什么时候？,请问大学语文这本书是哪一天印刷的？
"[['爱就宅一起', '片头曲', '飞轮海《越来越爱》']]",《 爱 就 宅 一 起 》 的 片 头 曲 叫 什 么 名 字 ？,爱就宅一起的片头曲是什么来着？,请问《爱就宅一起》的片头曲是什么歌？
"[['德勤会计师事务所', '主营业务', '会计和审计、税务咨询等']]",德 勤 会 计 师 事 务 所 的 主 营 业 务 是 什 么 ？,德勤会计师事务所主营一些什么业务？,德勤会计师事务所主要做哪些业务？
"[['HUAWEI Mate 7', '出厂系统', 'EMUI 3.0']]",HUAWEI Mate 7 的 出 厂 系 统 是 什 么 ？,谁知道HUAWEI Mate 7出厂时配了什么系统,请问HUAWEI Mate 7的出厂系统是什么？
"[['中国女性文化（湖南师范大学建设的慕课）', '开课时间', '2018秋冬（智慧树网首次）、2018年09月17日（中国大学MOOC首次）']]",你 知 道 中 国 女 性 文 化 的 开 课 时 间 吗 ？,你知道中国女性文化什么时间开课的嘛,请问中国女性文化这门课程是在什么时候开课的？
"[['罗小华（四川省一级裁判员）', '属地', '达州']]",你 知 道 罗 小 华 是 什 么 地 方 的 吗 ？,罗小华属于什么地方？,请问罗小华的属地是哪里？
"[['FASHION（Lady Gaga单曲）', '流行时间', '2014年']]",请 问 FASHION 是 什 么 时 候 流 行 的 ？,你知道FASHION的流行时间吗,请问 FASHION 这首歌是哪一年流行的？
"[['绍兴商业银行', '创立地点', '浙江绍兴']]",你 知 道 绍 兴 商 业 银 行 是 在 哪 里 创 立 的 吗 ？,绍兴商业银行在哪里被创立？,请问绍兴商业银行是在哪里成立的？
"[['HUAWEI P30', '摄像头', '前置3200万像素单摄；后置6400万像素徕卡三摄']]",HUAWEI P30 的 摄 像 头 是 什 么 ？,你知道HUAWEI P30的摄像头是多少像素吗？,HUAWEI P30 的摄像头配置是怎样的？
"[['寒川町', '地理', '相模川下流东侧']]",寒 川 町 的 地 理 位 置 在 哪 里 ？,寒川町位于哪里？,请问寒川町位于哪里？
"[['AK（信息学竞赛用语）', '引申义', '膜拜他人用语']]",AK 的 引 申 义 是 什 么 ？,请问AK有哪些引申义,AK 在信息学竞赛中，除了原本的含义，还有哪些特别的用法？
"[['四川保宁醋有限公司', '企业精神', '敬人敬业，追求卓越']]",四 川 保 宁 醋 有 限 公 司 的 企 业 精 神 是 什 么 ？,请问四川保宁醋有限公司的企业精神是什么？,请问四川保宁醋有限公司的企业精神是什么？
"[['山地战', '是指', '类似复杂地形下进行的作战']]",山 地 战 指 的 是 什 么 ？,山地战是指什么？,请问山地战是指什么？
"[['玻璃（游戏《Minecraft》中的方块）', '亮度', '否']]",玻 璃 的 亮 度 如 何 ？,玻璃的亮度是多少？,请问玻璃在《Minecraft》游戏中的亮度情况是怎样的？
"[['湖南锦峰钢结构工程有限公司', '隶属公司', '湖南建设集团有限公司']]",湖 南 锦 峰 钢 结 构 工 程 有 限 公 司 隶 属 于 哪 个 公 司 ？,湖南锦峰钢结构工程有限公司隶属于哪个公司？,湖南锦峰钢结构工程有限公司的母公司是哪家公司？
"[['北礁沉船遗址', '东西长', '12.5公里']]",北 礁 沉 船 遗 址 的 东 西 有 多 长 ？,你知道北礁沉船遗址从西边到东边一共多少公里长？,北礁沉船遗址东西长多少公里？
"[['丁嘉力', '就读学校', '昆明市第八中学']]",丁 嘉 力 在 哪 个 学 校 就 读 ？,丁嘉力就读于哪个学校,丁嘉力在哪所学校上学？
"[['葛山村（浙江省葛山乡下辖村）', '林地面积', '5945亩']]",请 问 葛 山 村 的 面 积 有 多 大 ？,葛山村林地面积多大？,葛山村的林地面积是多少？
"[['仙王座（拱极星座之一）', '拉丁缩写', 'Cep']]",请 问 仙 王 座 的 拉 丁 缩 写 是 什 么 ？,仙王座的拉丁缩写是什么,请问仙王座的拉丁缩写是什么？
"[['ubn', '原子量', '318u']]",你 知 道 ubn 的 原 子 量 是 多 少 吗 ？,你知道ubn的原子量吗,ubn 的 原子量 是多少？
"[['一见倾心（导演田七歌曲）', '制片主任', '张弛']]",一 见 倾 心 的 制 片 人 是 谁 ？,有人认识一见倾心的制片主任吗,请问《一见倾心》的制片主任是谁？
"[['何群（电视剧《微笑PASTA》中人物）', '未婚妻', '成晓诗']]",何 群 的 未 婚 妻 叫 什 么 名 字 ？,何群的未婚妻是谁,请问何群在电视剧《微笑PASTA》中的未婚妻是谁？
"[['《康熙字典》（文物）', '所属博物馆', '洛阳金石文字博物馆']]",《 康 熙 字 典 》 属 于 哪 个 博 物 馆 ？,大佬们，《康熙字典》在哪个博物馆收藏的啊,请问《康熙字典》属于哪个博物馆？
"[['Jane Daly', '前夫', '麦克·迈克高文']]",你 知 道 Jane Daly 的 前 夫 是 谁 吗 ？,Jane Daly的前夫是谁,Jane Daly 的前夫是谁？
"[['利布特奥特曼', '水中速度', '2马赫']]",利 布 特 奥 特 曼 的 水 中 速 度 是 多 少 ？,你知道利布特奥特曼在水中的速度有多快吗,请问利布特奥特曼在水中的速度是多少？
"[['D715次', '途经省份', '南京，安徽，山东，河北，天津，北京']]",请 问 D715 次 途 径 哪 些 省 份 ？,你知道D715次途经哪里嘛,D715次火车经过哪些省份？
"[['MK14（《使命召唤OL》中的突击步枪）', '射程', '71']]",你 知 道 MK14 的 射 程 是 多 少 吗 ？,谁知道MK14能射多远呀？,请问MK14的射程是多少？
"[['太平洋珊瑚礁（地质地貌）', '东西宽', '2410千米']]",你 知 道 太 平 洋 珊 瑚 礁 的 东 西 有 多 宽 吗 ？,太平洋珊瑚礁东西有多宽？,请问太平洋珊瑚礁的宽度是多少？
"[['7 CMa b', '公转周期', '2年66天']]",7 CMa b 的 公 转 周 期 是 多 长 时 间 ？,你知道7 CMa b的公转周期吗,7 CMa b 的公转周期是多久？
"[['ROCK（脱口秀演员）', '参加节目', '冒犯家族']]",你 知 道 ROCK 参 加 了 什 么 节 目 吗 ？,ROCK参加过什么节目,请问ROCK参加过哪些节目？
"[['夐', '简体部首', '夂']]",你 知 道 夐 的 简 体 字 怎 么 写 吗 ？,你知道夐字的偏旁是什么吗？,请问夐的简体字怎么写？
"[['re（元素符号）', '原子量', '150']]",re 的 原 子 量 是 多 少 ？,re的原子量是多少,请问元素符号 re 的原子量是多少？
"[['二丫头（电视剧《打狗棍》中人物）', '岳父', '那麻子']]",谁 是 二 丫 头 的 岳 父 ？,二丫头的岳父是谁呀,请问二丫头在电视剧《打狗棍》中的岳父是谁？
"[['内部报告控制', '是指', '编制各种内部报告进行的控制']]",内 部 报 告 控 制 是 什 么 意 思 ？,请问内部报告控制指的是什么？,内部报告控制具体指的是什么？
"[['红棉路', '起始', '自山下东行线车道的金钟道交汇处']]",红 棉 路 是 从 什 么 地 方 开 始 的 ？,红棉路由哪个颜色起始？,请问红棉路是从哪里开始的？
"[['丁裳衣', '追求者', '唐肯、鲁问张、言有信']]",请 问 丁 裳 衣 的 追 求 者 是 谁 ？,丁裳衣有哪些追求者,丁裳衣的追求者有哪些？
"[['休斯顿哈比国际机场', '三字代码', 'HOU']]",休 斯 顿 哈 比 国 际 机 场 的 三 字 代 码 是 什 么 ？,请问休斯顿哈比国际机场的三字代码是多少？,请问休斯顿哈比国际机场的三字代码是什么？
"[['1935年秘鲁美洲杯', '比赛时间', '1935年']]",你 知 道 1935 年 秘 鲁 美 洲 杯 的 比 赛 时 间 吗 ？,谁知道1935年秘鲁美洲杯什么时候比赛啊,请问1935年秘鲁美洲杯是在什么时候举行的？
"[['于黛琴', '儿媳', '梁静']]",谁 是 于 黛 琴 的 儿 媳 ？,你知道谁是于黛琴的儿媳吗,你知道于黛琴的儿媳是谁吗？
"[['佩丹尼姆杰顿', '握力', '12万吨']]",佩 丹 尼 姆 杰 顿 的 握 力 是 多 少 ？,你知道佩丹尼姆杰顿的握力如何,佩丹尼姆杰顿的握力是多少？
"[['万科四季花城（上海万科四季花城）', '交房时间', '2008年12月31日']]",万 科 四 季 花 城 的 交 房 时 间 是 什 么 时 候 ？,万科四季花城什么时候交房,请问万科四季花城（上海万科四季花城）的交房时间是什么时候？
"[['丹台玉案（丹台玉案）', '归属类别', '中医典籍']]",丹 台 玉 案 属 于 什 么 类 别 ？,丹台玉案归属于什么类别,丹台玉案属于哪一类中医典籍？
"[['丁文志', '个人荣誉', '荣获泰皇恩赐三等白象勋章']]",丁 文 志 获 得 过 什 么 荣 誉 ？,丁文志有什么荣誉,丁文志有什么荣誉？
"[['PISO', '开发', '日本公司Insight Technology']]",你 知 道 PISO 是 谁 开 发 的 吗 ？,PISO是在哪里开发的？,请问PISO的开发公司是哪家？
"[['东岳宫（浙江天台县劳动路）', '文保级别', '县级']]",东 岳 宫 的 文 保 级 别 是 多 少 ？,东岳宫的文保级别是什么,东岳宫在浙江天台县劳动路的文保级别是什么？
