五元组信息,问题,生成的语句,查询结果
"{'start': '压缩机', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩机应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩机'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩机', 'safety_name': '在高寒地区或者风沙地区压缩机组采用封闭式厂房，其他地区采用敞开式或者半敞开式厂房'}, {'device_name': '压缩机', 'safety_name': '煤层气压缩机单排布置'}, {'device_name': '压缩机', 'safety_name': '压缩机前设置缓冲罐'}, {'device_name': '压缩机', 'safety_name': '压缩机控制系统设置压力、温度显示与保护联动装置'}, {'device_name': '压缩机', 'safety_name': '压缩机组有紧急停车和安全保护联锁装置'}]"
"{'start': '压缩机', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩机应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩机'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩机', 'safety_name': '在高寒地区或者风沙地区压缩机组采用封闭式厂房，其他地区采用敞开式或者半敞开式厂房'}, {'device_name': '压缩机', 'safety_name': '煤层气压缩机单排布置'}, {'device_name': '压缩机', 'safety_name': '压缩机前设置缓冲罐'}, {'device_name': '压缩机', 'safety_name': '压缩机控制系统设置压力、温度显示与保护联动装置'}, {'device_name': '压缩机', 'safety_name': '压缩机组有紧急停车和安全保护联锁装置'}]"
"{'start': '压缩机', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩机应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩机'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩机', 'safety_name': '在高寒地区或者风沙地区压缩机组采用封闭式厂房，其他地区采用敞开式或者半敞开式厂房'}, {'device_name': '压缩机', 'safety_name': '煤层气压缩机单排布置'}, {'device_name': '压缩机', 'safety_name': '压缩机前设置缓冲罐'}, {'device_name': '压缩机', 'safety_name': '压缩机控制系统设置压力、温度显示与保护联动装置'}, {'device_name': '压缩机', 'safety_name': '压缩机组有紧急停车和安全保护联锁装置'}]"
"{'start': '压缩机', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩机应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩机'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩机', 'safety_name': '在高寒地区或者风沙地区压缩机组采用封闭式厂房，其他地区采用敞开式或者半敞开式厂房'}, {'device_name': '压缩机', 'safety_name': '煤层气压缩机单排布置'}, {'device_name': '压缩机', 'safety_name': '压缩机前设置缓冲罐'}, {'device_name': '压缩机', 'safety_name': '压缩机控制系统设置压力、温度显示与保护联动装置'}, {'device_name': '压缩机', 'safety_name': '压缩机组有紧急停车和安全保护联锁装置'}]"
"{'start': '新安装或者检修投运压缩机系统装置前，煤层气企业', 'type': '应当', 'labels(a)': ['活动与作业'], 'labels(b)': ['活动与作业']}",新安装或者检修投运压缩机系统装置前，煤层气企业应当参与什么活动与作业?,"MATCH (enterprise:活动与作业 {name: '新安装或者检修投运压缩机系统装置前'})-[:应当]->(activity:活动与作业) RETURN enterprise.name AS enterprise_name, activity.name AS activity_name",[]
"{'start': '设置压缩机组的吸气、排气和泄气管线时', 'type': '应当', 'labels(a)': ['活动与作业'], 'labels(b)': ['环境与条件']}",设置压缩机组的吸气、排气和泄气管线时应当满足什么环境与条件?,"MATCH (activity:活动与作业 {name: '设置压缩机组的吸气、排气和泄气管线'})-[:应当]->(condition:环境与条件) RETURN activity.name AS activity_name, condition.name AS condition_name",[]
"{'start': '设置压缩机组的吸气、排气和泄气管线时', 'type': '应当', 'labels(a)': ['活动与作业'], 'labels(b)': ['安全管理']}",设置压缩机组的吸气、排气和泄气管线时应当遵循什么安全管理规定?,"MATCH (activity:活动与作业 {name: '设置压缩机组的吸气、排气和泄气管线时'})-[:应当]->(safety:安全管理) RETURN activity.name AS activity_name, safety.name AS safety_name","[{'activity_name': '设置压缩机组的吸气、排气和泄气管线时', 'safety_name': '有防止空气进入吸气管线的措施'}]"
"{'start': '必要时高压排出管线', 'type': '应当', 'labels(a)': ['设备与工具'], 'labels(b)': ['设备与工具']}",必要时高压排出管线应当属于什么设备与工具?,"MATCH (device:设备与工具 {name: '必要时高压排出管线'})-[:应当]->(other_device:设备与工具) RETURN device.name AS device_name, other_device.name AS other_device_name","[{'device_name': '必要时高压排出管线', 'other_device_name': '设单向阀'}]"
"{'start': '压缩机与站内其他建（构）筑物的防火间距', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['法律法规']}",压缩机与站内其他建（构）筑物的防火间距应当符合什么法律法规?,"MATCH (distance:设备与工具 {name: '压缩机与站内其他建（构）筑物的防火间距'})-[:应当符合]->(law:法律法规) RETURN distance.name AS distance_name, law.name AS law_name","[{'distance_name': '压缩机与站内其他建（构）筑物的防火间距', 'law_name': '《石油天然气工程设计防火规范》的规定'}]"
"{'start': '压缩机组运行时', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩机组运行时应当符合什么安全管理?,"MATCH (device:设备与工具)-[:应当符合]->(safety:安全管理) WHERE device.name = '压缩机组' RETURN device.name AS device_name, safety.name AS safety_name",[]
"{'start': '压缩机组运行时', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩机组运行时应当符合什么安全管理?,"MATCH (device:设备与工具)-[:应当符合]->(safety:安全管理) WHERE device.name = '压缩机组' RETURN device.name AS device_name, safety.name AS safety_name",[]
"{'start': '压缩机气液处理', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩机气液处理应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩机气液处理'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩机气液处理', 'safety_name': '对压缩机排出的冷凝液进行集中处理'}, {'device_name': '压缩机气液处理', 'safety_name': '回收气可以输送至压缩机进口缓冲罐'}, {'device_name': '压缩机气液处理', 'safety_name': '压缩机的卸载排气不得对外放散'}]"
"{'start': '压缩机气液处理', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩机气液处理应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩机气液处理'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩机气液处理', 'safety_name': '对压缩机排出的冷凝液进行集中处理'}, {'device_name': '压缩机气液处理', 'safety_name': '回收气可以输送至压缩机进口缓冲罐'}, {'device_name': '压缩机气液处理', 'safety_name': '压缩机的卸载排气不得对外放散'}]"
"{'start': '压缩机气液处理', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩机气液处理应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩机气液处理'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩机气液处理', 'safety_name': '对压缩机排出的冷凝液进行集中处理'}, {'device_name': '压缩机气液处理', 'safety_name': '回收气可以输送至压缩机进口缓冲罐'}, {'device_name': '压缩机气液处理', 'safety_name': '压缩机的卸载排气不得对外放散'}]"
"{'start': '压缩煤层气储气设备', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩煤层气储气设备应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩煤层气储气设备'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶组（储气井）进气总管上设置安全阀及紧急放空管、压力表；每个储气瓶（井）出口设置截止阀'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶组或者储气井与站内汽车通道相邻一侧，设置安全防撞拦或者采取其他防撞设施'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气井的设计、建造和检验符合国家有关高压气地下储气井标准的规定'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶符合国家有关安全规定和标准'}]"
"{'start': '压缩煤层气储气设备', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩煤层气储气设备应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩煤层气储气设备'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶组（储气井）进气总管上设置安全阀及紧急放空管、压力表；每个储气瓶（井）出口设置截止阀'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶组或者储气井与站内汽车通道相邻一侧，设置安全防撞拦或者采取其他防撞设施'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气井的设计、建造和检验符合国家有关高压气地下储气井标准的规定'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶符合国家有关安全规定和标准'}]"
"{'start': '压缩煤层气储气设备', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩煤层气储气设备应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩煤层气储气设备'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶组（储气井）进气总管上设置安全阀及紧急放空管、压力表；每个储气瓶（井）出口设置截止阀'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶组或者储气井与站内汽车通道相邻一侧，设置安全防撞拦或者采取其他防撞设施'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气井的设计、建造和检验符合国家有关高压气地下储气井标准的规定'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶符合国家有关安全规定和标准'}]"
"{'start': '压缩煤层气储气设备', 'type': '应当符合', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",压缩煤层气储气设备应当符合什么安全管理?,"MATCH (device:设备与工具 {name: '压缩煤层气储气设备'})-[:应当符合]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶组（储气井）进气总管上设置安全阀及紧急放空管、压力表；每个储气瓶（井）出口设置截止阀'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶组或者储气井与站内汽车通道相邻一侧，设置安全防撞拦或者采取其他防撞设施'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气井的设计、建造和检验符合国家有关高压气地下储气井标准的规定'}, {'device_name': '压缩煤层气储气设备', 'safety_name': '储气瓶符合国家有关安全规定和标准'}]"
